CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason
9518-IMLHK,1,United States,California,Sacramento,95820,"38.53508, -121.444144",38.53508,-121.444144,Male,No,No,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.45,2156.25,No,0,77,3175,
3646-ITDGM,1,United States,California,Sacramento,95822,"38.512569, -121.495184",38.512569,-121.495184,Female,No,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1051.9,No,0,56,4831,
3569-VLDHH,1,United States,California,Sacramento,95824,"38.517295, -121.439819",38.517295,-121.439819,Male,No,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,75.1,5013,No,0,23,6123,
8224-KDLKN,1,United States,California,Sacramento,95825,"38.590035, -121.412455",38.590035,-121.412455,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1738.9,No,0,41,4275,
7594-LZNWR,1,United States,California,Sacramento,95826,"38.542532, -121.378826",38.542532,-121.378826,Male,Yes,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.15,2275.1,No,0,63,4478,
4001-TSBTV,1,United States,California,Sacramento,95827,"38.549185, -121.328386",38.549185,-121.328386,Female,No,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.55,5511.65,No,0,49,6423,
8727-XDPUD,1,United States,California,Sacramento,95829,"38.486502, -121.334051",38.486502,-121.334051,Male,No,No,No,37,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),35.8,1316.9,No,0,68,5658,
1043-UXOVO,1,United States,California,Sacramento,95830,"38.490508, -121.284171",38.490508,-121.284171,Female,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.15,7993.3,No,0,35,4955,
1064-FBXNK,1,United States,California,Sacramento,95831,"38.494832, -121.529447",38.494832,-121.529447,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.85,19.85,No,0,20,2618,
3996-ZNWYK,1,United States,California,Sacramento,95832,"38.445939, -121.496855",38.445939,-121.496855,Male,Yes,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,1388.45,No,0,69,5819,
2878-DHMIN,1,United States,California,Sacramento,95833,"38.619049, -121.517552",38.619049,-121.517552,Male,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.9,666,No,0,30,2334,
7762-ONLJY,1,United States,California,Sacramento,95834,"38.646209, -121.52446",38.646209,-121.52446,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,94.45,No,0,51,4122,
5795-BKOYE,1,United States,California,Sacramento,95837,"38.691607, -121.602284",38.691607,-121.602284,Female,No,Yes,Yes,69,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),59.1,4134.7,No,0,71,5846,
7402-PWYJJ,1,United States,California,Sacramento,95841,"38.660442, -121.346321",38.660442,-121.346321,Female,No,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,91.15,4862.5,No,0,44,6439,
0018-NYROU,1,United States,California,Antelope,95843,"38.715498, -121.363411",38.715498,-121.363411,Female,No,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,351.5,No,0,57,5536,
7501-VTYLJ,1,United States,California,Sacramento,95864,"38.585826, -121.376263",38.585826,-121.376263,Female,No,No,Yes,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,51.55,106.2,No,0,72,4057,
7608-RGIRO,1,United States,California,Marysville,95901,"39.19514, -121.503883",39.19514,-121.503883,Male,No,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.4,1413,No,0,66,4889,
0480-BIXDE,1,United States,California,Beale Afb,95903,"39.125311, -121.392283",39.125311,-121.392283,Female,No,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,1743.05,No,0,66,3249,
5895-QSXOD,1,United States,California,Alleghany,95910,"39.467828, -120.841386",39.467828,-120.841386,Male,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.05,657.5,No,0,63,3522,
9814-AOUDH,1,United States,California,Arbuckle,95912,"38.982373, -122.047751",38.982373,-122.047751,Male,No,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1050.5,No,0,57,5625,
6175-IRFIT,1,United States,California,Bangor,95914,"39.396585, -121.38029",39.396585,-121.38029,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.75,426.35,No,0,66,2610,
8760-ZRHKE,1,United States,California,Berry Creek,95916,"39.657228, -121.37778",39.657228,-121.37778,Female,Yes,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,69.2,4982.5,No,0,65,5546,
1622-HSHSF,1,United States,California,Biggs,95917,"39.457388, -121.818201",39.457388,-121.818201,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,19.55,No,0,58,5607,
6749-UTDVX,1,United States,California,Brownsville,95919,"39.440687, -121.263583",39.440687,-121.263583,Male,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.65,7634.8,No,0,63,6088,
5542-DHSXL,1,United States,California,Butte City,95920,"39.449794, -121.936372",39.449794,-121.936372,Female,No,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.7,235.05,No,0,37,3475,
9102-OXKFY,1,United States,California,Camptonville,95922,"39.432127, -121.099287",39.432127,-121.099287,Male,No,No,No,59,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),54.15,3116.15,No,0,64,4293,
5216-WASFJ,1,United States,California,Challenge,95925,"39.461768, -121.195825",39.461768,-121.195825,Female,Yes,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.85,2633.4,No,0,30,5603,
7808-DVWEP,1,United States,California,Chico,95926,"39.745712, -121.84333",39.745712,-121.84333,Male,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,49.65,No,0,44,3985,
2284-VFLKH,1,United States,California,Clipper Mills,95930,"39.562239, -121.14836",39.562239,-121.14836,Male,No,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.25,4920.8,No,0,43,4995,
0366-NQSHS,1,United States,California,Colusa,95932,"39.273096, -122.050763",39.273096,-122.050763,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,46.35,No,0,52,5863,
3807-BPOMJ,1,United States,California,Dobbins,95935,"39.381174, -121.21191",39.381174,-121.21191,Female,No,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,94.75,5276.1,No,0,63,6021,
3892-NXAZG,1,United States,California,Downieville,95936,"39.578792, -120.780786",39.578792,-120.780786,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8289.2,No,0,72,6254,
4948-WBBKL,1,United States,California,Dunnigan,95937,"38.931425, -121.946081",38.931425,-121.946081,Female,Yes,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2659.45,No,0,23,5041,
4182-BGSIQ,1,United States,California,Durham,95938,"39.607831, -121.777959",39.607831,-121.777959,Female,No,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.8,196.75,No,0,49,3196,
0988-AADSA,1,United States,California,Forbestown,95941,"39.531028, -121.24807",39.531028,-121.24807,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.85,5824.75,No,0,56,6317,
9972-NKTFD,1,United States,California,Forest Ranch,95942,"40.077028, -121.494168",40.077028,-121.494168,Female,No,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,No,0,73,3185,
3717-LNXKW,1,United States,California,Glenn,95943,"39.597975, -122.032248",39.597975,-122.032248,Male,No,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),91.7,3479.05,No,0,36,3676,
5734-EJKXG,1,United States,California,Goodyears Bar,95944,"39.564113, -120.868836",39.564113,-120.868836,Female,No,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,118.6,7365.7,No,0,76,5536,
2207-RYYRL,1,United States,California,Grass Valley,95945,"39.194539, -120.988066",39.194539,-120.988066,Male,No,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1331.05,No,0,28,5535,
6729-FZWSY,1,United States,California,Penn Valley,95946,"39.203817, -121.19584",39.203817,-121.19584,Male,No,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.45,1195.95,No,0,57,5343,
9695-IDRZR,1,United States,California,Greenville,95947,"40.160386, -120.835428",40.160386,-120.835428,Female,No,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.15,3946.9,No,0,46,5104,
8144-DGHXP,1,United States,California,Gridley,95948,"39.346898, -121.759537",39.346898,-121.759537,Female,No,No,No,54,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,80.6,4299.95,No,0,53,4231,
7814-LEEVE,1,United States,California,Grass Valley,95949,"39.099204, -121.137962",39.099204,-121.137962,Female,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,20.3,No,0,54,4215,
8631-WUXGY,1,United States,California,Magalia,95954,"39.933852, -121.584371",39.933852,-121.584371,Female,No,No,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4391.25,No,0,46,2405,
5906-DVAPM,1,United States,California,Meridian,95957,"39.068071, -121.832638",39.068071,-121.832638,Female,No,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),75.0,4213.9,No,0,65,5011,
6654-QGBZZ,1,United States,California,Nevada City,95959,"39.333737, -120.858667",39.333737,-120.858667,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,No,0,54,5057,
8348-JLBUG,1,United States,California,North San Juan,95960,"39.423046, -120.984472",39.423046,-120.984472,Male,Yes,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),80.3,5017.7,No,0,34,4270,
5641-DMBFJ,1,United States,California,Oregon House,95962,"39.342587, -121.249833",39.342587,-121.249833,Female,No,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.3,4916.4,No,0,69,5724,
9200-NLNPD,1,United States,California,Orland,95963,"39.748037, -122.302169",39.748037,-122.302169,Male,No,Yes,No,56,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.05,2959.8,No,0,27,6445,
2664-XJZNO,1,United States,California,Oroville,95965,"39.624561, -121.552866",39.624561,-121.552866,Male,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.9,7559.55,No,0,35,5169,
3339-EAQNV,1,United States,California,Palermo,95968,"39.435756, -121.552071",39.435756,-121.552071,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.25,7133.1,No,0,69,6156,
0921-OHLVP,1,United States,California,Paradise,95969,"39.69676, -121.644379",39.69676,-121.644379,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.05,1799.3,No,0,59,5357,
8350-NYMVI,1,United States,California,Chico,95973,"39.903272, -121.843567",39.903272,-121.843567,Female,No,No,No,39,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.1,1597.05,No,0,42,3618,
1600-DILPE,1,United States,California,Richvale,95974,"39.495768, -121.747472",39.495768,-121.747472,Female,No,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,524.35,No,0,35,4998,
0536-ESJEP,1,United States,California,Rough And Ready,95975,"39.225634, -121.156163",39.225634,-121.156163,Male,No,Yes,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.55,4191.45,No,0,59,4544,
4654-GGUII,1,United States,California,Smartville,95977,"39.176595, -121.291692",39.176595,-121.291692,Female,No,No,No,18,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,40.2,711.95,No,0,48,4624,
6478-HRRCZ,1,United States,California,Stirling City,95978,"39.904002, -121.527823",39.904002,-121.527823,Male,No,Yes,No,32,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.5,2201.75,No,0,61,5870,
8510-BBWMU,1,United States,California,Stonyford,95979,"39.288127, -122.415841",39.288127,-122.415841,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,806.95,No,0,39,5678,
6857-TKDJV,1,United States,California,Strawberry Valley,95981,"39.58458, -121.093256",39.58458,-121.093256,Male,No,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.65,1620.45,No,0,62,4444,
2360-RDGRO,1,United States,California,Sutter,95982,"39.172777, -121.805845",39.172777,-121.805845,Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,6812.95,No,0,70,5089,
0584-BJQGZ,1,United States,California,Taylorsville,95983,"40.053684, -120.743116",40.053684,-120.743116,Female,No,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.35,1837.9,No,0,63,4855,
1360-XFJMR,1,United States,California,Washington,95986,"39.34128, -120.786867",39.34128,-120.786867,Female,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,No,0,24,4017,
5730-RIITO,1,United States,California,Willows,95988,"39.493991, -122.286363",39.493991,-122.286363,Female,Yes,No,No,43,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.45,1500.25,No,0,79,4757,
9058-MJLZC,1,United States,California,Yuba City,95991,"39.02741, -121.614982",39.02741,-121.614982,Female,No,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,2283.15,No,0,42,3667,
0902-XKXPN,1,United States,California,Redding,96001,"40.587919, -122.464732",40.587919,-122.464732,Male,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1376.5,No,0,78,5463,
5177-RVZNU,1,United States,California,Redding,96002,"40.527834, -122.318749",40.527834,-122.318749,Female,No,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.3,755.4,No,0,43,4186,
0056-EPFBG,1,United States,California,Redding,96003,"40.677649, -122.29467",40.677649,-122.29467,Male,No,Yes,Yes,20,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.4,825.4,No,0,29,3899,
8993-IZEUX,1,United States,California,Adin,96006,"41.171578, -120.913161",41.171578,-120.913161,Male,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.15,488.65,No,0,20,4320,
8190-ZTQFB,1,United States,California,Bieber,96009,"41.083464, -121.107929",41.083464,-121.107929,Male,No,No,No,41,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,51.35,2075.1,No,0,59,5622,
0931-MHTEM,1,United States,California,Big Bar,96010,"40.775272, -123.287414",40.775272,-123.287414,Female,No,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,5299.65,No,0,69,4478,
7515-LODFU,1,United States,California,Burney,96013,"40.946785, -121.719489",40.946785,-121.719489,Male,Yes,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1356.3,No,0,21,4042,
0440-UEDAI,1,United States,California,Callahan,96014,"41.388397, -122.794636",41.388397,-122.794636,Female,No,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),94.45,5042.75,No,0,64,5452,
1337-BOZWO,1,United States,California,Canby,96015,"41.486953, -120.913975",41.486953,-120.913975,Male,No,Yes,Yes,18,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),46.4,812.4,No,0,35,4003,
0868-VJRDR,1,United States,California,Cassel,96016,"40.936285, -121.572692",40.936285,-121.572692,Male,No,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,No,0,36,4337,
6344-SFJVH,1,United States,California,Shasta Lake,96019,"40.692523, -122.369876",40.692523,-122.369876,Female,No,No,No,20,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),24.9,505.95,No,0,20,5942,
3950-VPYJB,1,United States,California,Chester,96020,"40.243494, -121.154733",40.243494,-121.154733,Male,No,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,59.6,3509.4,No,0,28,4778,
8041-TMEID,1,United States,California,Corning,96021,"39.913777, -122.289984",39.913777,-122.289984,Male,Yes,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),108.5,6991.9,No,0,49,6453,
7321-ZNSLA,1,United States,California,Cottonwood,96022,"40.336392, -122.448533",40.336392,-122.448533,Male,No,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,40.55,590.35,No,0,27,2898,
6941-KXRRV,1,United States,California,Dorris,96023,"41.949216, -122.050062",41.949216,-122.050062,Female,Yes,Yes,No,48,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),58.95,2789.7,No,0,49,4815,
8727-JQFHV,1,United States,California,Dunsmuir,96025,"41.212695, -122.392067",41.212695,-122.392067,Male,No,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1123.15,No,0,68,4937,
9475-NNDGC,1,United States,California,Etna,96027,"41.405193, -123.008567",41.405193,-123.008567,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.15,7953.25,No,0,75,4068,
1355-KUSBG,1,United States,California,Fall River Mills,96028,"41.017282, -121.468945",41.017282,-121.468945,Female,No,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.8,349.8,No,0,51,4785,
3688-FTHLT,1,United States,California,Flournoy,96029,"39.84784, -122.544556",39.84784,-122.544556,Female,No,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.05,1067.05,No,0,73,3214,
0899-LIIBW,1,United States,California,Forks Of Salmon,96031,"41.232128, -123.194748",41.232128,-123.194748,Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,3527.3,No,0,76,5891,
1384-RCUXW,1,United States,California,French Gulch,96033,"40.740138, -122.587476",40.740138,-122.587476,Male,No,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.55,1248.9,No,0,24,5183,
5825-XJOCM,1,United States,California,Gazelle,96034,"41.411315, -122.697236",41.411315,-122.697236,Male,No,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,No,0,45,2545,
6848-YLDFR,1,United States,California,Gerber,96035,"40.03194, -122.176023",40.03194,-122.176023,Male,No,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,No,0,46,4559,
8125-QPFJD,1,United States,California,Greenview,96037,"41.528541, -122.955018",41.528541,-122.955018,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.9,6065.3,No,0,65,4447,
2320-YKQBO,1,United States,California,Grenada,96038,"41.599978, -122.539381",41.599978,-122.539381,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,144.95,No,0,57,4764,
4973-RLZVI,1,United States,California,Hornbrook,96044,"41.962127, -122.527696",41.962127,-122.527696,Female,No,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.65,2308.6,No,0,59,5616,
7869-ZYDST,1,United States,California,Hyampom,96046,"40.648024, -123.465088",40.648024,-123.465088,Male,No,Yes,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.05,1882.8,No,0,59,5841,
4501-UYKBC,1,United States,California,Igo,96047,"40.524535, -122.647172",40.524535,-122.647172,Female,Yes,No,No,46,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),69.1,3255.35,No,0,30,3856,
1215-EXRMO,1,United States,California,Junction City,96048,"40.913192, -123.06597",40.913192,-123.06597,Male,No,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1067.65,No,0,78,4745,
2305-MRGLV,1,United States,California,Klamath River,96050,"41.816595, -122.948287",41.816595,-122.948287,Male,No,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),76.55,2065.4,No,0,71,2085,
8404-VIOMB,1,United States,California,Lakehead,96051,"40.883853, -122.418258",40.883853,-122.418258,Female,No,No,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.5,4136.4,No,0,57,4165,
2359-KLTEK,1,United States,California,Lookout,96054,"41.280478, -121.160249",41.280478,-121.160249,Female,No,Yes,Yes,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.9,3848,No,0,53,3539,
5304-EFJLP,1,United States,California,Los Molinos,96055,"40.059385, -122.091481",40.059385,-122.091481,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.65,8022.85,No,0,36,4406,
2673-ZALNP,1,United States,California,Mcarthur,96056,"41.10831, -121.360362",41.10831,-121.360362,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,173.15,No,0,46,2750,
9184-GALIL,1,United States,California,Mccloud,96057,"41.251322, -122.105209",41.251322,-122.105209,Female,No,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,781.25,No,0,43,5587,
4393-RYCRE,1,United States,California,Macdoel,96058,"41.769709, -121.92063",41.769709,-121.92063,Male,No,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.05,4510.8,No,0,60,4588,
9746-MDMBK,1,United States,California,Manton,96059,"40.426679, -121.850421",40.426679,-121.850421,Male,No,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.45,5317.8,No,0,35,3729,
3162-ZJZFU,1,United States,California,Mill Creek,96061,"40.331975, -121.460674",40.331975,-121.460674,Male,No,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.55,4779.45,No,0,27,4700,
8404-GFGCZ,1,United States,California,Millville,96062,"40.531257, -122.148139",40.531257,-122.148139,Male,No,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.6,250.1,No,0,44,4552,
8875-AKBYH,1,United States,California,Mineral,96063,"40.408796, -121.579609",40.408796,-121.579609,Male,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,1745.2,No,0,70,4915,
0533-UCAAU,1,United States,California,Montgomery Creek,96065,"40.877552, -121.885884",40.877552,-121.885884,Male,Yes,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),71.1,4140.1,No,0,40,5462,
1394-SUIUH,1,United States,California,Mount Shasta,96067,"41.33832, -122.290756",41.33832,-122.290756,Female,Yes,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.15,3670.5,No,0,45,2672,
3521-MNKLV,1,United States,California,Nubieber,96068,"41.082472, -121.195215",41.082472,-121.195215,Male,No,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.7,1167.8,No,0,48,5832,
